model,acc_train,acc_test,f1_train,f1_test,auc_train,auc_test,best_cv_auc,best_cv_f1,best_cv_accuracy
HistGradientBoostingClassifier,0.9453074849146232,0.9106776180698152,0.8940733286188327,0.8112011977889031,0.9811290594384524,0.9338802512478804,0.9141030007416472,0.7746419147862257,0.8889462259305559
