model,acc_train,acc_test,f1_train,f1_test,auc_train,auc_test,best_cv_auc,best_cv_f1,best_cv_accuracy
RandomForestClassifier,0.9441520092438054,0.8732032854209446,0.8869725479811619,0.6489078444750102,0.9967869388759013,0.8971603257624609,0.8748648921872636,0.6055491814248094,0.8512009333198058
