model,acc_train,acc_test,f1_train,f1_test,auc_train,auc_test,best_cv_auc,best_cv_f1,best_cv_accuracy
XGBClassifier,0.9442803954294517,0.917864476386037,0.8927506684788885,0.8247318793637084,0.9822220018460741,0.9370566740703591,0.9170421794955876,0.7756154122564114,0.8892035256990257
