model,acc_train,acc_test,f1_train,f1_test,auc_train,auc_test,best_cv_auc,best_cv_f1,best_cv_accuracy
LGBMClassifier,0.9985877519578893,0.917864476386037,0.9975161954325931,0.8274774106555726,0.9999886729742019,0.9376139412321973,0.9113779088995339,0.7726669112287533,0.8899734472967604
