model,acc_train,acc_test,f1_train,f1_test,auc_train,auc_test,best_cv_auc,best_cv_f1,best_cv_accuracy
ExtraTreesClassifier,0.9080754910771601,0.851129363449692,0.7917852427973214,0.5145984774277809,0.9871122718615644,0.8574968355186168,0.8550139240416597,0.5104545616107697,0.8350238284109178
