model,acc_train,acc_test,f1_train,f1_test,auc_train,auc_test,best_cv_auc,best_cv_f1,best_cv_accuracy
CatBoostClassifier,0.9943510078315573,0.9163244353182751,0.9899722947468161,0.8228576178577267,0.999909383793615,0.937138273904771,0.9176223628729633,0.7703019760507166,0.8884326646901456
