feature,importance
P_DPQ__DPQ030_Trouble_sleeping_or_sleeping_too_much_2.0,0.0
P_DPQ__DPQ030_Trouble_sleeping_or_sleeping_too_much_3.0,0.0
P_DPQ__DPQ040_Feeling_tired_or_having_little_energy_1.0,0.0
P_DPQ__DPQ040_Feeling_tired_or_having_little_energy_2.0,0.0
P_DPQ__DPQ060_Feeling_bad_about_yourself_1.0,0.0
P_DPQ__DPQ060_Feeling_bad_about_yourself_2.0,0.0
P_DPQ__DPQ060_Feeling_bad_about_yourself_3.0,0.0
P_DPQ__DPQ070_Trouble_concentrating_on_things_1.0,0.0
P_DPQ__DPQ070_Trouble_concentrating_on_things_2.0,0.0
P_DPQ__DPQ070_Trouble_concentrating_on_things_3.0,0.0
P_WHQ__WHQ225_Times_lost_10_lbs_or_more_to_lose_weight_5.0,0.0
