,mean_abs_shap
P_ALQ__ALQ111_Ever_had_a_drink_of_any_kind_of_alcohol_2.0,0.00017133645930610152
P_ALQ__ALQ121_Past_12_mo_how_often_drink_alcoholic_bev_1.0,1.835206000278921e-05
P_ALQ__ALQ121_Past_12_mo_how_often_drink_alcoholic_bev_2.0,3.702974539803132e-05
P_ALQ__ALQ121_Past_12_mo_how_often_drink_alcoholic_bev_3.0,6.315186250418735e-05
P_ALQ__ALQ121_Past_12_mo_how_often_drink_alcoholic_bev_4.0,0.00013861607046169818
P_ALQ__ALQ121_Past_12_mo_how_often_drink_alcoholic_bev_5.0,8.868428597047445e-05
P_ALQ__ALQ121_Past_12_mo_how_often_drink_alcoholic_bev_6.0,0.001309655160665745
P_ALQ__ALQ121_Past_12_mo_how_often_drink_alcoholic_bev_7.0,7.472022332482611e-05
P_ALQ__ALQ121_Past_12_mo_how_often_drink_alcoholic_bev_8.0,3.07111735602782e-05
P_ALQ__ALQ121_Past_12_mo_how_often_drink_alcoholic_bev_9.0,0.00012878043284576362
P_ALQ__ALQ121_Past_12_mo_how_often_drink_alcoholic_bev_10.0,0.00017205000701934244
P_ALQ__ALQ151_Ever_have_4_5_or_more_drinks_every_day_2.0,0.00010847046910991237
P_AUQ__AUQ054_General_condition_of_hearing_2.0,0.00011798476615908351
P_AUQ__AUQ054_General_condition_of_hearing_3.0,7.549863900475216e-05
P_AUQ__AUQ054_General_condition_of_hearing_4.0,0.0001523274075407904
P_AUQ__AUQ054_General_condition_of_hearing_5.0,0.0002677924622979745
P_AUQ__AUQ054_General_condition_of_hearing_6.0,4.2832767306334253e-05
P_BPQ__BPQ020_Ever_told_you_had_high_blood_pressure_2.0,0.012994863690259808
P_BPQ__BPQ080_Doctor_told_you_high_cholesterol_level_2.0,0.006639337843849811
P_DBQ__DBQ700_How_healthy_is_the_diet_2.0,6.390092074578878e-05
P_DBQ__DBQ700_How_healthy_is_the_diet_3.0,0.0002700414726804994
P_DBQ__DBQ700_How_healthy_is_the_diet_4.0,0.000122397201458246
P_DBQ__DBQ700_How_healthy_is_the_diet_5.0,6.95838369162681e-05
P_DBQ__DBQ197_Past_30_day_milk_product_consumption_1.0,7.663669601465218e-05
P_DBQ__DBQ197_Past_30_day_milk_product_consumption_2.0,0.0001272733331642698
P_DBQ__DBQ197_Past_30_day_milk_product_consumption_3.0,7.940716761743833e-05
P_DBQ__DBQ197_Past_30_day_milk_product_consumption_4.0,9.12758783528816e-06
P_DBQ__DBQ229_Regular_milk_use_5_times_per_week_2.0,0.0002932145156430603
P_DBQ__DBQ229_Regular_milk_use_5_times_per_week_3.0,0.00011321215653860169
P_DBQ__CBQ596_Heard_of_My_Plate_2.0,6.204465484091178e-05
P_DBQ__DBQ930_Main_meal_planner_preparer_2.0,0.0001940850765907776
P_DBQ__DBQ935_Shared_meal_planning_preparing_duty_2.0,9.70904946187541e-05
P_DBQ__DBQ940_Main_food_shopper_2.0,0.00011116098153454066
P_DBQ__DBQ945_Shared_food_shopping_duty_2.0,0.000109437867969934
P_DPQ__DPQ010_Have_little_interest_in_doing_things_1.0,7.711726409918785e-05
P_DPQ__DPQ010_Have_little_interest_in_doing_things_2.0,6.078439304772255e-05
P_DPQ__DPQ010_Have_little_interest_in_doing_things_3.0,5.2307299800501637e-05
P_DPQ__DPQ020_Feeling_down_depressed_or_hopeless_1.0,7.937780498251517e-05
P_DPQ__DPQ020_Feeling_down_depressed_or_hopeless_2.0,2.8921992319970714e-05
P_DPQ__DPQ020_Feeling_down_depressed_or_hopeless_3.0,9.151490067924114e-05
P_DPQ__DPQ030_Trouble_sleeping_or_sleeping_too_much_1.0,0.00016485573793343668
P_DPQ__DPQ030_Trouble_sleeping_or_sleeping_too_much_2.0,6.991497343660173e-05
P_DPQ__DPQ030_Trouble_sleeping_or_sleeping_too_much_3.0,6.049925986075388e-05
P_DPQ__DPQ040_Feeling_tired_or_having_little_energy_1.0,0.00014363534956977276
P_DPQ__DPQ040_Feeling_tired_or_having_little_energy_2.0,3.960687723616484e-05
P_DPQ__DPQ040_Feeling_tired_or_having_little_energy_3.0,3.1548302461703846e-05
P_DPQ__DPQ050_Poor_appetite_or_overeating_1.0,9.704381203327859e-05
P_DPQ__DPQ050_Poor_appetite_or_overeating_2.0,8.903077489501266e-05
P_DPQ__DPQ050_Poor_appetite_or_overeating_3.0,2.3694555141755936e-05
P_DPQ__DPQ060_Feeling_bad_about_yourself_1.0,6.083601561083956e-05
P_DPQ__DPQ060_Feeling_bad_about_yourself_2.0,3.7883260162899514e-05
P_DPQ__DPQ060_Feeling_bad_about_yourself_3.0,3.890064992309362e-05
P_DPQ__DPQ070_Trouble_concentrating_on_things_1.0,0.00010724813982187734
P_DPQ__DPQ070_Trouble_concentrating_on_things_2.0,2.3684272496545726e-05
P_DPQ__DPQ070_Trouble_concentrating_on_things_3.0,7.709471635991546e-05
P_DPQ__DPQ080_Moving_or_speaking_slowly_or_too_fast_1.0,7.143376553600448e-05
P_DPQ__DPQ080_Moving_or_speaking_slowly_or_too_fast_2.0,2.8476158212067338e-05
P_DPQ__DPQ080_Moving_or_speaking_slowly_or_too_fast_3.0,3.4814453869883275e-05
P_DPQ__DPQ090_Thoughts_you_would_be_better_off_dead_1.0,0.00010398676192195033
P_DPQ__DPQ090_Thoughts_you_would_be_better_off_dead_2.0,1.4561839914450355e-06
P_DPQ__DPQ090_Thoughts_you_would_be_better_off_dead_3.0,7.636912502913784e-05
P_FSQ__FSDHH_Household_food_security_category_2.0,9.568766050312658e-05
P_FSQ__FSDHH_Household_food_security_category_3.0,4.456414649804172e-05
P_FSQ__FSDHH_Household_food_security_category_4.0,0.00015951058876120542
P_FSQ__FSDAD_Adult_food_security_category_2.0,6.782078922596407e-05
P_FSQ__FSDAD_Adult_food_security_category_3.0,0.00021959273850797155
P_FSQ__FSDAD_Adult_food_security_category_4.0,0.0001744118379595651
P_FSQ__FSD151_HH_Emergency_food_received_2.0,5.50948971629883e-05
P_FSQ__FSQ165_HH_FS_benefit_ever_received_2.0,9.466018374145068e-05
P_FSQ__FSD162_HH_WIC_benefit_receive_in_last_12_month_2.0,7.102557466311899e-05
P_HEQ__HEQ010_Ever_told_you_have_Hepatitis_B_2.0,8.667541873698894e-05
P_HEQ__HEQ030_Ever_told_you_have_Hepatitis_C_2.0,3.500002106573735e-05
P_HIQ__HIQ011_Covered_by_health_insurance_2.0,6.0699544983243845e-05
P_HIQ__HIQ270_Do_plans_cover_prescriptions_2.0,6.46475555529964e-05
P_HIQ__HIQ210_Time_when_no_insurance_in_past_year_2.0,2.8167327878199505e-05
P_HSQ__HSQ590_Blood_ever_tested_for_HIV_virus_2.0,0.0002835511981347615
P_HUQ__HUQ010_General_health_condition_2.0,0.0008035056008569527
P_HUQ__HUQ010_General_health_condition_3.0,0.0002397497778526984
P_HUQ__HUQ010_General_health_condition_4.0,0.0021670064388045317
P_HUQ__HUQ010_General_health_condition_5.0,0.0006598070488066507
P_HUQ__HUQ030_Routine_place_to_go_for_healthcare_2.0,0.0002931135901200504
P_HUQ__HUQ030_Routine_place_to_go_for_healthcare_3.0,1.3907294878001876e-05
P_HUQ__HUQ051_times_receive_healthcare_over_past_year_1.0,0.00043967742619552426
P_HUQ__HUQ051_times_receive_healthcare_over_past_year_2.0,8.605453090876633e-05
P_HUQ__HUQ051_times_receive_healthcare_over_past_year_3.0,0.0010969185297190229
P_HUQ__HUQ051_times_receive_healthcare_over_past_year_4.0,0.00014072524427627091
P_HUQ__HUQ051_times_receive_healthcare_over_past_year_5.0,0.00010818927670016479
P_HUQ__HUQ051_times_receive_healthcare_over_past_year_6.0,9.163501329082155e-05
P_HUQ__HUQ051_times_receive_healthcare_over_past_year_7.0,0.00014180720242231874
P_HUQ__HUQ051_times_receive_healthcare_over_past_year_8.0,4.601932236628466e-05
P_HUQ__HUQ071_Overnight_hospital_patient_in_last_year_2.0,0.00017976666959273937
P_HUQ__HUQ090_Seen_mental_health_professional_past_yr_2.0,0.00013712181674300117
P_IMQ__IMQ011_Received_Hepatitis_A_vaccine_2.0,5.7941772190188256e-05
P_IMQ__IMQ011_Received_Hepatitis_A_vaccine_3.0,0.0009722683300998724
P_IMQ__IMQ020_Received_Hepatitis_B_3_dose_series_2.0,0.00010599610610835907
P_IMQ__IMQ020_Received_Hepatitis_B_3_dose_series_3.0,0.001965965045063333
P_INQ__INDFMMPC_Family_monthly_poverty_level_category_2.0,9.83389723782742e-05
P_INQ__INDFMMPC_Family_monthly_poverty_level_category_3.0,0.00023575531466427156
