,mean_abs_shap
P_SMQSHS__SMQ878_Last_7_d_in_other_indoor_area_2.0,0.0
P_SMQSHS__SMQ940_Last_7_d_someone_used_e_cigs_indoors_2.0,0.0010658173
P_WHQ__WHQ030_How_do_you_consider_your_weight_2.0,0.0
P_WHQ__WHQ030_How_do_you_consider_your_weight_3.0,0.05811781
P_WHQ__WHQ040_Like_to_weigh_more_less_or_same_2.0,0.0
P_WHQ__WHQ040_Like_to_weigh_more_less_or_same_3.0,0.0
P_WHQ__WHQ070_Tried_to_lose_weight_in_past_year_2.0,0.003036501
P_WHQ__WHQ225_Times_lost_10_lbs_or_more_to_lose_weight_2.0,0.0
P_WHQ__WHQ225_Times_lost_10_lbs_or_more_to_lose_weight_3.0,0.0
P_WHQ__WHQ225_Times_lost_10_lbs_or_more_to_lose_weight_4.0,0.0
P_WHQ__WHQ225_Times_lost_10_lbs_or_more_to_lose_weight_5.0,0.0023451606
